Ttm	K	F	LnVol	Kappa	Theta	Xi	Rho	Price	NVol
11.24980977705622	-0.0052001914547789	0.007839881075995	0.1835186771127169	1.821935784632955	0.0416636874266334	0.2302013352504541	0.0248875380353243	0.0032690528186698	0.0061209434585266
1.4680453887090883	0.0048205886623965	0.001072380152302	0.2002750172058091	3.797390836920997	0.0305432401268755	0.4348876571834794	0.2982370600635543	0.0051984761978043	0.0061107528222549
18.77897056306231	0.0062133622734378	0.0212594694567433	0.1622969175919047	0.7456737165770191	0.0159161528994202	0.3984523912954569	-0.3330552094018422	0.006723219262891	0.0074453041174364
24.792892787554475	-0.0066352356984295	-0.0035051719399327	0.0522062528857294	3.3681937491708385	0.0186159359748758	0.4717043900791569	0.2972934770630802	0.0059480775644769	0.0037293582758719
8.165324248365737	0.0580387923450905	0.0405344993108351	0.1534538112883218	1.5741358335189606	0.0621738554010714	0.2644188774224232	-0.0608801984024013	0.0310742414860841	0.0185804082321829
23.98233204156147	0.0022365017549956	-0.001599673888169	0.1404879032265387	2.529072561608697	0.0374461046132977	0.356883854801079	-0.3336582779922192	0.0129209796630814	0.0055769252312427
33.9227599581937	0.0103631397336371	0.0204311832137698	0.1318823304382481	0.2813638070382141	0.0592429065064614	0.3653450443825972	-0.04600694906557	0.0197321201550861	0.0105169184019457
8.33149778617914	0.0265186901710375	0.0385023386806336	0.2236542561026517	0.4478697169735098	0.0055734577842587	0.4509956966925952	-0.1144130462879096	0.0091084827439082	0.0124261808291555
5.35847666763389	0.0528689755794721	0.0052589717689973	0.2144961127268722	3.0515435017338586	0.0031028188632898	0.2278608249021202	-0.3934110067264319	0.0475842746261441	0.0078757471998743
12.652923469022555	-0.009975067530122	-0.0003558394560971	0.2354355638958905	0.8357556547397473	0.048979157187581	0.4774260868627907	-0.2506029723221384	0.0042350795164942	0.0057491227165919
11.31360712190534	0.0070555788888793	0.0009956323088267	0.1350427008938466	3.182349914342347	0.0103192259903401	0.2133186111990809	-0.069789541800965	0.0083001478608644	0.0034700041014058
13.687380750105218	0.004021315598597	0.0334546934215963	0.2400474707641605	1.1837827604090871	0.0603611940421591	0.3308798985690245	-0.3271470543342552	0.0058840722417183	0.0112580194255337
